"ad_date","source","campaign_name","audience_segment","total_spend","total_impressions","total_reach","total_clicks","total_leads","total_value","utm_campaign"
2022-04-13,facebook,Expansion,Pretty,20932,15791,9169,263,1,26914,twitch
2022-04-13,facebook,Expansion,Products,30524,12143,11206,33,2,36488,upgrade
2022-04-13,facebook,Expansion,Streaming,82077,23228,34651,369,4,92729,twitch
2022-04-13,facebook,Expansion,Top gear,360,64,95,4,0,318,top_gear
2022-04-13,facebook,Expansion,Unknown,28419,6113,4966,44,0,31081,twitch
2022-04-13,facebook,Hobbies,Outdoors,3328,55343,13734,377,10,2730,upgrades
2022-04-13,facebook,Hobbies,Slow,4594,12930,17831,241,4,5484,upgrades
2022-04-13,facebook,Hobbies,Tinkering,2223,14192,54167,355,4,3086,upgrades
2022-04-13,google,Expansion,Pretty,36159,4746,4555,166,4,51656,twitch
2022-04-13,google,Expansion,Streaming,74837,29077,7493,291,7,87139,twitch
2022-04-13,google,Expansion,Top gear,515,102,257,3,0,720,top_gear
2022-04-13,google,Hobbies,Outdoors,4545,13125,58712,512,2,5318,upgrades
2022-04-13,google,Hobbies,Slow,5196,28241,10118,52,2,3688,upgrades
2022-04-14,facebook,Expansion,Pretty,6696,13518,16069,294,3,5130,twitch
2022-04-14,facebook,Expansion,Products,12527,10191,16982,79,0,14432,upgrade
2022-04-14,facebook,Expansion,Streaming,88408,32031,5678,362,6,142466,twitch
2022-04-14,facebook,Expansion,Top gear,620,351,162,9,0,1030,top_gear
2022-04-14,facebook,Hobbies,Outdoors,4283,57030,15598,274,10,7472,upgrades
2022-04-14,facebook,Hobbies,Slow,1934,15592,41702,392,4,2799,upgrades
2022-04-14,facebook,Hobbies,Tinkering,3522,54407,22768,355,0,5501,upgrades
2022-04-14,google,Expansion,Pretty,29185,3297,11852,132,3,43265,twitch
2022-04-14,google,Expansion,Products,22383,5450,3813,85,2,34168,upgrade
2022-04-14,google,Expansion,Streaming,15640,9408,9076,146,3,10293,twitch
2022-04-14,google,Expansion,Unknown,13708,13311,9373,57,0,21354,twitch
2022-04-14,google,Hobbies,Slow,519,22305,29362,260,4,625,upgrades
2022-04-14,google,Hobbies,Tinkering,1174,12723,55929,101,2,1473,upgrades
2022-04-15,facebook,Expansion,Pretty,25035,24193,7392,90,0,30862,twitch
2022-04-15,facebook,Expansion,Products,22696,21813,17883,64,2,36230,upgrade
2022-04-15,facebook,Expansion,Streaming,81252,36045,7519,424,5,65485,twitch
2022-04-15,facebook,Expansion,Top gear,892,230,205,0,0,1249,top_gear
2022-04-15,facebook,Expansion,Unknown,28287,14442,15147,289,1,22372,twitch
2022-04-15,facebook,Hobbies,Outdoors,2566,15716,30020,197,6,3806,upgrades
2022-04-15,facebook,Hobbies,Slow,5399,49850,30402,312,7,7582,upgrades
2022-04-15,google,Expansion,Pretty,21599,18866,15914,390,3,34851,twitch
2022-04-15,google,Expansion,Products,21676,6430,8386,79,2,33919,upgrade
2022-04-15,google,Expansion,Streaming,44972,13986,10349,368,2,41747,twitch
2022-04-15,google,Expansion,Top gear,270,143,130,0,0,337,top_gear
2022-04-15,google,Expansion,Unknown,26993,14397,14718,81,0,37032,twitch
2022-04-15,google,Hobbies,Outdoors,4777,57022,15195,359,6,4609,upgrades
2022-04-15,google,Hobbies,Slow,2628,8711,15118,104,4,3414,upgrades
2022-04-16,facebook,Expansion,Pretty,20325,11516,23185,416,1,21612,twitch
2022-04-16,facebook,Expansion,Products,14638,14186,24226,120,3,24800,upgrade
2022-04-16,facebook,Expansion,Streaming,39866,30799,26278,233,0,62652,twitch
2022-04-16,facebook,Expansion,Top gear,466,167,223,4,0,426,top_gear
2022-04-16,facebook,Expansion,Unknown,43135,12997,11752,419,3,33622,twitch
2022-04-16,facebook,Hobbies,Outdoors,1251,60151,42306,484,5,1558,upgrades
2022-04-16,facebook,Hobbies,Slow,2340,37169,9176,285,5,3859,upgrades
2022-04-16,google,Expansion,Pretty,39576,17643,3644,127,0,41082,twitch
2022-04-16,google,Expansion,Products,19639,6689,4989,41,3,18970,upgrade
2022-04-16,google,Expansion,Streaming,24860,22758,34217,488,2,19319,twitch
2022-04-16,google,Expansion,Top gear,575,60,192,1,0,787,top_gear
2022-04-16,google,Expansion,Unknown,44195,19415,3764,206,1,70453,twitch
2022-04-16,google,Hobbies,Outdoors,958,17394,43795,337,3,1471,upgrades
2022-04-16,google,Hobbies,Slow,803,13347,30577,110,6,1124,upgrades
2022-04-16,google,Hobbies,Tinkering,1707,9593,31412,276,1,2636,upgrades
2022-04-17,facebook,Expansion,Pretty,42885,28484,9395,456,0,71577,twitch
2022-04-17,facebook,Expansion,Products,17220,13841,9816,101,4,27920,upgrade
2022-04-17,facebook,Expansion,Streaming,78320,17549,21715,238,2,110180,twitch
2022-04-17,facebook,Expansion,Top gear,1735,240,169,7,0,1982,top_gear
2022-04-17,facebook,Expansion,Unknown,43230,20361,6383,157,0,44601,twitch
2022-04-17,facebook,Hobbies,Outdoors,6569,33503,60727,542,7,10378,upgrades
2022-04-17,facebook,Hobbies,Slow,5400,19455,32728,122,2,8018,upgrades
2022-04-17,facebook,Hobbies,Tinkering,7210,62144,55892,303,2,7056,upgrades
2022-04-17,google,Expansion,Pretty,31617,16733,2384,122,5,50914,twitch
2022-04-17,google,Expansion,Products,25107,4784,20930,114,2,23060,upgrade
2022-04-17,google,Expansion,Streaming,60462,20768,7580,486,4,77888,twitch
2022-04-17,google,Expansion,Top gear,674,186,243,2,0,729,top_gear
2022-04-17,google,Expansion,Unknown,28342,6883,12952,154,0,39848,twitch
2022-04-17,google,Hobbies,Outdoors,3625,43502,15277,155,3,5945,upgrades
2022-04-17,google,Hobbies,Slow,4532,45574,30360,184,5,3941,upgrades
2022-04-17,google,Hobbies,Tinkering,1746,43041,34273,122,6,1333,upgrades
2022-04-18,facebook,Expansion,Pretty,15292,30770,23124,206,6,12205,twitch
2022-04-18,facebook,Expansion,Products,10408,24644,17600,102,6,16653,upgrade
2022-04-18,facebook,Expansion,Streaming,43833,10866,63093,691,4,39592,twitch
2022-04-18,facebook,Expansion,Top gear,738,110,371,4,0,606,top_gear
2022-04-18,facebook,Expansion,Unknown,14643,11989,11809,218,1,19196,twitch
2022-04-18,facebook,Hobbies,Outdoors,3984,26997,53257,233,6,6105,upgrades
2022-04-18,facebook,Hobbies,Slow,4705,17005,19716,171,5,4569,upgrades
2022-04-18,facebook,Hobbies,Tinkering,4196,11429,36223,88,7,6939,upgrades
2022-04-18,google,Expansion,Pretty,28579,11834,6081,342,8,27405,twitch
2022-04-18,google,Expansion,Products,12293,18892,18777,132,6,12334,upgrade
2022-04-18,google,Expansion,Streaming,60641,40073,52831,307,8,74619,twitch
2022-04-18,google,Expansion,Top gear,343,402,143,11,0,234,top_gear
2022-04-18,google,Expansion,Unknown,11971,7694,15723,207,4,15604,twitch
2022-04-18,google,Hobbies,Slow,4127,41519,14054,62,1,4314,upgrades
2022-04-19,facebook,Expansion,Products,27265,10066,36484,137,1,25038,upgrade
2022-04-19,facebook,Expansion,Streaming,67928,27303,39978,457,12,105390,twitch
2022-04-19,facebook,Expansion,Top gear,822,222,100,3,0,642,top_gear
2022-04-19,facebook,Hobbies,Outdoors,3508,19456,29412,106,3,3758,upgrades
2022-04-19,facebook,Hobbies,Slow,383,9222,6735,52,1,646,upgrades
2022-04-19,google,Expansion,Pretty,8473,6391,14330,427,2,10283,twitch
2022-04-19,google,Expansion,Streaming,83875,47675,55182,538,4,124927,twitch
2022-04-19,google,Expansion,Top gear,806,229,296,2,0,630,top_gear
2022-04-19,google,Expansion,Unknown,11488,2614,5478,129,0,17516,twitch
2022-04-19,google,Hobbies,Slow,486,8829,1784,25,1,563,upgrades
2022-04-19,google,Hobbies,Tinkering,2929,49885,46059,110,8,4190,upgrades
2022-04-20,facebook,Expansion,Pretty,38221,13002,4930,592,6,40930,twitch
2022-04-20,facebook,Expansion,Products,16323,5141,13995,201,4,22240,upgrade
2022-04-20,facebook,Expansion,Streaming,17144,32307,45821,302,3,18051,twitch
2022-04-20,facebook,Expansion,Unknown,23919,26337,12409,79,2,34005,twitch
2022-04-20,facebook,Hobbies,Outdoors,9151,14660,68427,465,11,10310,upgrades
2022-04-20,facebook,Hobbies,Slow,5873,49091,21664,123,3,7665,upgrades
2022-04-20,facebook,Hobbies,Tinkering,7158,42469,26193,219,6,8702,upgrades
2022-04-20,google,Expansion,Products,5609,10953,12233,84,5,8818,upgrade
2022-04-20,google,Expansion,Streaming,21837,28640,8818,198,4,19775,twitch
2022-04-20,google,Expansion,Top gear,646,257,268,6,0,682,top_gear
2022-04-20,google,Hobbies,Outdoors,7606,47890,57129,85,12,10240,upgrades
2022-04-20,google,Hobbies,Slow,4764,4867,11778,268,6,7183,upgrades
2022-04-21,facebook,Expansion,Pretty,6710,8486,21357,205,1,5264,twitch
2022-04-21,facebook,Expansion,Products,31386,9112,31699,74,0,28488,upgrade
2022-04-21,facebook,Expansion,Streaming,33588,15828,9011,211,4,28209,twitch
2022-04-21,facebook,Expansion,Top gear,611,217,309,2,0,834,top_gear
2022-04-21,facebook,Expansion,Unknown,38813,22229,13225,442,4,61879,twitch
2022-04-21,facebook,Hobbies,Outdoors,8210,76237,15699,595,2,14061,upgrades
2022-04-21,facebook,Hobbies,Slow,4698,19074,20775,264,0,8018,upgrades
2022-04-21,facebook,Hobbies,Tinkering,9926,89263,26786,209,1,8027,upgrades
2022-04-21,google,Expansion,Pretty,15513,5284,4846,159,3,11919,twitch
2022-04-21,google,Expansion,Products,7327,3435,4430,97,5,8642,upgrade
2022-04-21,google,Expansion,Streaming,9967,24576,19009,204,4,9244,twitch
2022-04-21,google,Expansion,Unknown,18687,9426,16708,451,3,23446,twitch
2022-04-21,google,Hobbies,Outdoors,6850,45645,29656,60,6,9931,upgrades
2022-04-21,google,Hobbies,Tinkering,8199,49208,26860,489,8,11624,upgrades
2022-04-22,facebook,Expansion,Pretty,17462,8342,6194,309,2,15425,twitch
2022-04-22,facebook,Expansion,Products,8321,19254,17059,120,4,9073,upgrade
2022-04-22,facebook,Expansion,Top gear,121,225,128,6,0,132,top_gear
2022-04-22,facebook,Expansion,Unknown,18751,36816,12653,165,0,15889,twitch
2022-04-22,facebook,Hobbies,Slow,2888,53096,41882,212,6,4023,upgrades
2022-04-22,facebook,Hobbies,Tinkering,10720,74605,91793,162,3,11494,upgrades
2022-04-22,google,Expansion,Pretty,26089,5955,8512,183,2,40277,twitch
2022-04-22,google,Expansion,Products,28529,14903,7089,30,2,38152,upgrade
2022-04-22,google,Expansion,Streaming,10242,17597,12125,190,6,12719,twitch
2022-04-22,google,Expansion,Top gear,233,114,67,5,0,234,top_gear
2022-04-22,google,Expansion,Unknown,16735,29365,22170,321,4,15118,twitch
2022-04-22,google,Hobbies,Tinkering,7254,70275,21841,443,11,11187,upgrades
2022-04-23,facebook,Expansion,Pretty,0,0,0,0,0,0,twitch
2022-04-23,facebook,Expansion,Products,31130,17140,13425,55,5,34943,upgrade
2022-04-23,facebook,Expansion,Unknown,0,0,0,0,0,0,twitch
2022-04-23,facebook,Hobbies,Outdoors,7133,59726,49206,348,2,5965,upgrades
2022-04-23,facebook,Hobbies,Slow,4125,35337,18658,342,1,6926,upgrades
2022-04-23,google,Expansion,Pretty,0,0,0,0,0,0,twitch
2022-04-23,google,Expansion,Products,39832,26721,10810,69,3,44726,upgrade
2022-04-23,google,Expansion,Unknown,0,0,0,0,0,0,twitch
2022-04-23,google,Hobbies,Outdoors,8706,40373,54269,337,9,7686,upgrades
2022-04-23,google,Hobbies,Slow,3807,33399,27171,186,3,4691,upgrades
2022-04-23,google,Hobbies,Tinkering,4124,26483,11761,229,7,5186,upgrades
2022-04-24,facebook,Expansion,Pretty,0,0,0,0,0,0,twitch
2022-04-24,facebook,Expansion,Products,27281,17796,8214,163,0,28136,upgrade
2022-04-24,facebook,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-04-24,facebook,Expansion,Unknown,0,0,0,0,0,0,twitch
2022-04-24,facebook,Hobbies,Outdoors,4648,69298,71079,565,13,3911,upgrades
2022-04-24,facebook,Hobbies,Slow,8601,42295,41307,79,6,9969,upgrades
2022-04-24,facebook,Hobbies,Tinkering,2359,49973,31392,178,0,3800,upgrades
2022-04-24,google,Expansion,Pretty,0,0,0,0,0,0,twitch
2022-04-24,google,Expansion,Products,46950,20815,25147,68,2,37564,upgrade
2022-04-24,google,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-04-24,google,Expansion,Unknown,0,0,0,0,0,0,twitch
2022-04-24,google,Hobbies,Outdoors,4353,92622,106848,300,14,5212,upgrades
2022-04-24,google,Hobbies,Slow,4046,65501,36033,222,2,3548,upgrades
2022-04-24,google,Hobbies,Tinkering,9840,81385,79958,526,0,10515,upgrades
2022-04-25,facebook,Expansion,Products,10182,38725,26833,96,5,14645,upgrade
2022-04-25,facebook,Hobbies,Slow,6651,66265,47406,90,1,7671,upgrades
2022-04-25,facebook,Hobbies,Tinkering,4416,52775,57322,464,5,3887,upgrades
2022-04-25,google,Expansion,Products,25487,13776,5778,50,2,34856,upgrade
2022-04-25,google,Hobbies,Outdoors,10746,56874,12193,457,3,13427,upgrades
2022-04-25,google,Hobbies,Slow,6129,56831,6621,308,3,7618,upgrades
2022-04-25,google,Hobbies,Tinkering,7352,48016,75218,68,0,7040,upgrades
2022-04-26,facebook,Expansion,Products,28446,16877,17099,86,4,27067,upgrade
2022-04-26,facebook,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-04-26,facebook,Hobbies,Outdoors,6504,59994,83494,557,4,7789,upgrades
2022-04-26,facebook,Hobbies,Slow,2256,53808,52659,69,1,3804,upgrades
2022-04-26,facebook,Hobbies,Tinkering,9317,57467,99046,355,1,8047,upgrades
2022-04-26,google,Expansion,Products,38077,19526,12108,134,0,35493,upgrade
2022-04-26,google,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-04-26,google,Hobbies,Slow,7368,43257,17732,79,7,7158,upgrades
2022-04-26,google,Hobbies,Tinkering,2240,29486,64243,87,11,2313,upgrades
2022-04-27,facebook,Expansion,Products,28298,5700,12230,129,3,37730,upgrade
2022-04-27,facebook,Hobbies,Outdoors,9906,55917,85162,166,6,12914,upgrades
2022-04-27,facebook,Hobbies,Slow,2055,35979,42644,170,0,1995,upgrades
2022-04-27,facebook,Hobbies,Tinkering,10122,56941,82514,106,1,9654,upgrades
2022-04-27,google,Expansion,Products,4549,13840,6348,72,4,7068,upgrade
2022-04-27,google,Hobbies,Outdoors,8794,69268,48813,445,1,10476,upgrades
2022-04-27,google,Hobbies,Slow,3806,9840,10196,200,3,3715,upgrades
2022-04-27,google,Hobbies,Tinkering,8248,41972,68912,319,5,11800,upgrades
2022-04-28,facebook,Expansion,Products,43248,15670,7014,98,1,45401,upgrade
2022-04-28,facebook,Hobbies,Outdoors,7761,109320,90043,91,10,10986,upgrades
2022-04-28,facebook,Hobbies,Slow,4755,65625,23726,275,4,7714,upgrades
2022-04-28,facebook,Hobbies,Tinkering,3235,94672,61389,316,2,2854,upgrades
2022-04-28,google,Hobbies,Outdoors,6653,71600,32973,179,7,10117,upgrades
2022-04-28,google,Hobbies,Slow,3804,10796,40161,73,6,6180,upgrades
2022-04-29,facebook,Hobbies,Outdoors,2899,32246,19042,218,7,3500,upgrades
2022-04-29,facebook,Hobbies,Slow,3475,25152,9139,205,3,2748,upgrades
2022-04-29,google,Expansion,Products,34204,14399,12417,125,4,41551,upgrade
2022-04-29,google,Hobbies,Outdoors,4064,24941,39504,112,6,5652,upgrades
2022-04-29,google,Hobbies,Tinkering,1381,45189,68598,190,4,1213,upgrades
2022-04-30,facebook,Expansion,Products,49948,36688,30637,24,1,70789,upgrade
2022-04-30,facebook,Hobbies,Slow,8330,15435,20624,203,2,8494,upgrades
2022-04-30,facebook,Hobbies,Tinkering,12116,72530,69334,437,3,9446,upgrades
2022-04-30,google,Expansion,Products,30390,17851,22171,30,2,38455,upgrade
2022-04-30,google,Hobbies,Slow,1542,15354,34872,104,3,1233,upgrades
2022-04-30,google,Hobbies,Tinkering,3700,21595,52946,149,7,3014,upgrades
2022-05-01,facebook,Expansion,Products,32461,22457,22404,104,2,36235,upgrade
2022-05-01,facebook,Hobbies,Slow,5153,75903,42577,273,3,4705,upgrades
2022-05-01,facebook,Hobbies,Tinkering,4473,42748,27935,189,4,3976,upgrades
2022-05-01,google,Expansion,Products,33002,24774,7938,66,7,26870,upgrade
2022-05-01,google,Hobbies,Outdoors,11739,41473,71409,99,0,13998,upgrades
2022-05-01,google,Hobbies,Slow,902,49887,19360,243,1,825,upgrades
2022-05-01,google,Hobbies,Tinkering,10839,34850,41900,415,10,14706,upgrades
2022-05-02,facebook,Expansion,Products,16973,19490,20345,66,4,18516,upgrade
2022-05-02,facebook,Hobbies,Outdoors,10839,18844,117258,391,1,16788,upgrades
2022-05-02,facebook,Hobbies,Slow,7179,33173,22129,68,2,8294,upgrades
2022-05-02,facebook,Hobbies,Tinkering,8233,16208,37798,171,9,6939,upgrades
2022-05-02,google,Expansion,Products,38234,13800,11345,30,2,40421,upgrade
2022-05-02,google,Hobbies,Outdoors,7108,64848,32034,204,9,5621,upgrades
2022-05-02,google,Hobbies,Slow,783,24119,48236,163,1,846,upgrades
2022-05-03,facebook,Expansion,Products,20346,52071,42307,44,5,17864,upgrade
2022-05-03,facebook,Hobbies,Outdoors,4157,47216,85331,357,8,6382,upgrades
2022-05-03,facebook,Hobbies,Slow,6121,13713,11388,221,6,5692,upgrades
2022-05-03,facebook,Hobbies,Tinkering,6084,95026,60421,356,5,7428,upgrades
2022-05-03,google,Expansion,Products,17853,7223,28629,54,3,28456,upgrade
2022-05-03,google,Hobbies,Outdoors,1883,24896,95031,63,5,1541,upgrades
2022-05-03,google,Hobbies,Slow,7250,31691,10725,38,3,8166,upgrades
2022-05-03,google,Hobbies,Tinkering,9834,28674,24150,298,12,13950,upgrades
2022-05-04,facebook,Expansion,Products,12013,37961,25894,86,4,15729,upgrade
2022-05-04,facebook,Hobbies,Outdoors,12501,58087,70554,255,8,10253,upgrades
2022-05-04,facebook,Hobbies,Slow,605,5775,12146,40,1,736,upgrades
2022-05-04,google,Expansion,Products,7923,13536,5779,73,6,12637,upgrade
2022-05-04,google,Hobbies,Outdoors,1780,30459,13161,155,6,1382,upgrades
2022-05-04,google,Hobbies,Slow,1468,9789,8307,19,0,2001,upgrades
2022-05-04,google,Hobbies,Tinkering,6632,16646,43934,231,6,4458,upgrades
2022-05-05,facebook,Expansion,Products,29115,8777,35530,58,0,42152,upgrade
2022-05-05,facebook,Hobbies,Outdoors,10441,49500,45292,274,4,13675,upgrades
2022-05-05,google,Expansion,Products,12998,7859,5692,92,4,12074,upgrade
2022-05-05,google,Hobbies,Outdoors,11166,44968,55129,198,9,7902,upgrades
2022-05-05,google,Hobbies,Tinkering,9836,38585,22502,131,3,12765,upgrades
2022-05-06,facebook,Expansion,Products,34202,22643,19492,84,2,59674,upgrade
2022-05-06,facebook,Hobbies,Outdoors,11597,61046,36022,370,2,11741,upgrades
2022-05-06,facebook,Hobbies,Tinkering,6833,46663,52916,424,5,6647,upgrades
2022-05-06,google,Expansion,Products,25086,12126,28983,112,2,17317,upgrade
2022-05-06,google,Hobbies,Outdoors,1371,22456,20170,214,13,1559,upgrades
2022-05-06,google,Hobbies,Tinkering,6823,37513,35455,407,4,7188,upgrades
2022-05-07,facebook,Expansion,Products,37644,35865,14455,108,6,36720,upgrade
2022-05-07,facebook,Hobbies,Outdoors,3718,91638,62080,349,4,5414,upgrades
2022-05-07,facebook,Hobbies,Tinkering,8854,82134,50483,358,2,6656,upgrades
2022-05-07,google,Expansion,Products,5440,13609,9484,131,5,6325,upgrade
2022-05-07,google,Hobbies,Tinkering,7608,21675,20184,167,9,8428,upgrades
2022-05-08,facebook,Expansion,Products,19870,16562,32486,134,1,21645,upgrade
2022-05-08,facebook,Hobbies,Outdoors,4647,75281,40793,143,12,6680,upgrades
2022-05-08,facebook,Hobbies,Tinkering,3672,36950,87602,420,10,4890,upgrades
2022-05-08,google,Expansion,Products,9821,19115,19080,157,5,6994,upgrade
2022-05-08,google,Hobbies,Outdoors,11451,14370,98650,385,7,10516,upgrades
2022-05-08,google,Hobbies,Tinkering,11308,103882,19300,232,6,7566,upgrades
2022-05-09,facebook,Expansion,Products,26845,13029,10801,61,2,37300,upgrade
2022-05-09,facebook,Hobbies,Outdoors,4972,49162,16764,62,2,4786,upgrades
2022-05-09,facebook,Hobbies,Slow,823,22314,17137,111,2,654,upgrades
2022-05-09,facebook,Hobbies,Tinkering,3461,36627,46484,263,3,4624,upgrades
2022-05-09,google,Hobbies,Outdoors,839,6630,43482,30,6,742,upgrades
2022-05-09,google,Hobbies,Slow,2520,25217,21162,21,1,1779,upgrades
2022-05-09,google,Hobbies,Tinkering,2773,21083,20019,155,5,3510,upgrades
2022-05-10,facebook,Expansion,Products,28273,23359,32882,128,2,42905,upgrade
2022-05-10,facebook,Expansion,Streaming,101760,10746,33742,184,3,139689,twitch
2022-05-10,facebook,Hobbies,Outdoors,5096,46512,30411,39,3,6069,upgrades
2022-05-10,facebook,Hobbies,Slow,4576,13614,32847,50,1,4695,upgrades
2022-05-10,facebook,Hobbies,Tinkering,1816,12009,28260,45,5,3122,upgrades
2022-05-10,google,Expansion,Streaming,49911,11549,36202,695,12,58796,twitch
2022-05-10,google,Hobbies,Tinkering,3550,21428,18819,21,5,3310,upgrades
2022-05-11,facebook,Expansion,Products,49422,12109,25491,140,4,39085,upgrade
2022-05-11,facebook,Expansion,Streaming,7435,15174,4921,144,1,8032,twitch
2022-05-11,facebook,Hobbies,Outdoors,3052,33917,24526,64,4,5027,upgrades
2022-05-11,facebook,Hobbies,Slow,4574,23153,8701,128,2,7056,upgrades
2022-05-11,facebook,Hobbies,Tinkering,3787,38749,14094,119,3,6378,upgrades
2022-05-11,google,Expansion,Products,4700,11098,6079,38,3,3115,upgrade
2022-05-11,google,Expansion,Streaming,14086,9061,7423,68,1,18370,twitch
2022-05-11,google,Hobbies,Outdoors,1175,37296,17783,73,5,918,upgrades
2022-05-11,google,Hobbies,Tinkering,4123,32763,28697,104,1,5306,upgrades
2022-05-12,facebook,Expansion,Products,50967,6672,28035,111,3,59143,upgrade
2022-05-12,facebook,Hobbies,Outdoors,1362,14347,44381,180,6,2312,upgrades
2022-05-12,facebook,Hobbies,Slow,758,11512,6236,38,2,1164,upgrades
2022-05-12,facebook,Hobbies,Tinkering,6597,41375,10213,92,1,8978,upgrades
2022-05-12,google,Expansion,Products,10375,25625,16120,73,1,12089,upgrade
2022-05-12,google,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-05-12,google,Hobbies,Outdoors,3235,33530,23732,276,3,3225,upgrades
2022-05-12,google,Hobbies,Slow,2674,19162,22683,135,0,3791,upgrades
2022-05-12,google,Hobbies,Tinkering,4699,29614,26818,207,3,5475,upgrades
2022-05-13,facebook,Expansion,Products,34632,10100,8863,100,1,43045,upgrade
2022-05-13,facebook,Expansion,Streaming,0,0,0,0,0,0,twitch
2022-05-13,facebook,Hobbies,Outdoors,3638,20278,38178,211,1,3545,upgrades
2022-05-13,facebook,Hobbies,Slow,4545,24771,26753,92,1,4912,upgrades
2022-05-13,google,Expansion,Products,5897,18517,23331,56,3,5734,upgrade
2022-05-13,google,Hobbies,Outdoors,2096,36750,43573,143,3,2206,upgrades
2022-05-13,google,Hobbies,Tinkering,3949,5244,27117,77,3,3708,upgrades
2022-05-14,facebook,Expansion,Products,32407,8895,32657,23,1,47399,upgrade
2022-05-14,facebook,Hobbies,Outdoors,3895,34392,21181,240,5,6810,upgrades
2022-05-14,facebook,Hobbies,Slow,4297,9751,14346,58,3,4384,upgrades
2022-05-14,facebook,Hobbies,Tinkering,3601,12302,15010,201,2,5150,upgrades
2022-05-14,google,Expansion,Products,29241,20195,22916,105,5,34054,upgrade
2022-05-14,google,Hobbies,Outdoors,1438,14038,41485,96,1,2285,upgrades
2022-05-14,google,Hobbies,Slow,1118,25547,22868,45,0,828,upgrades
2022-05-14,google,Hobbies,Tinkering,913,32866,3875,190,3,1405,upgrades
2022-05-15,facebook,Expansion,Products,23733,23706,7844,102,0,41256,upgrade
2022-05-15,facebook,Hobbies,Outdoors,2968,41503,41396,187,1,4709,upgrades
2022-05-15,facebook,Hobbies,Slow,1335,15253,20725,74,4,1970,upgrades
2022-05-15,facebook,Hobbies,Tinkering,2701,38127,39651,78,3,3560,upgrades
2022-05-15,google,Expansion,Products,29810,37847,4775,31,4,36678,upgrade
2022-05-15,google,Hobbies,Outdoors,1871,33539,24236,279,6,2549,upgrades
2022-05-15,google,Hobbies,Slow,4297,19761,24589,33,0,7072,upgrades
2022-05-15,google,Hobbies,Tinkering,2263,50287,46130,231,7,2627,upgrades
2022-05-16,facebook,Hobbies,Outdoors,5715,10878,10324,334,4,8042,upgrades
2022-05-16,facebook,Hobbies,Slow,1454,15513,22721,45,2,2238,upgrades
2022-05-16,facebook,Hobbies,Tinkering,7528,43416,36417,133,5,10913,upgrades
2022-05-16,google,Hobbies,Outdoors,5316,39017,15108,92,4,3909,upgrades
2022-05-16,google,Hobbies,Slow,4054,19082,14788,51,0,6540,upgrades
2022-05-16,google,Hobbies,Tinkering,1815,33144,23941,164,6,2363,upgrades
2022-05-17,facebook,Expansion,Products,31886,33077,10733,114,1,48545,upgrade
2022-05-17,facebook,Hobbies,Outdoors,7870,45401,56862,303,3,11722,upgrades
2022-05-17,facebook,Hobbies,Slow,4190,35087,29827,110,3,4758,upgrades
2022-05-17,facebook,Hobbies,Tinkering,5437,34663,7787,106,3,6602,upgrades
2022-05-17,google,Expansion,Products,7731,21574,21480,69,0,11331,upgrade
2022-05-17,google,Hobbies,Slow,5408,8209,34808,136,5,5590,upgrades
2022-05-17,google,Hobbies,Tinkering,1692,20944,23345,203,1,1372,upgrades
2022-05-18,facebook,Expansion,Products,54596,31019,26860,189,3,61141,upgrade
2022-05-18,facebook,Hobbies,Outdoors,5344,54132,26808,261,5,4940,upgrades
2022-05-18,facebook,Hobbies,Slow,5656,47666,25497,247,5,4788,upgrades
2022-05-18,facebook,Hobbies,Tinkering,6302,16375,18946,169,6,6932,upgrades
2022-05-18,google,Expansion,Products,6763,25060,29230,112,1,10005,upgrade
2022-05-18,google,Hobbies,Outdoors,2014,21300,50144,289,6,1472,upgrades
2022-05-18,google,Hobbies,Slow,3013,4464,12471,181,3,3261,upgrades
2022-05-18,google,Hobbies,Tinkering,7110,16112,33539,184,0,8828,upgrades
2022-05-19,facebook,Expansion,Products,42731,36710,38605,152,1,59203,upgrade
2022-05-19,facebook,Hobbies,Outdoors,6942,52043,51981,247,4,6963,upgrades
2022-05-19,facebook,Hobbies,Slow,1294,14213,16497,182,1,1931,upgrades
2022-05-19,facebook,Hobbies,Tinkering,2899,31482,7872,222,2,3808,upgrades
2022-05-19,google,Expansion,Products,10384,31097,25700,15,4,7814,upgrade
2022-05-19,google,Hobbies,Outdoors,3868,24455,5158,142,3,2562,upgrades
2022-05-19,google,Hobbies,Slow,4337,22483,13476,172,3,7109,upgrades
2022-05-20,facebook,Expansion,Products,47242,34386,21693,149,2,49067,upgrade
2022-05-20,facebook,Hobbies,Abstract,721,12804,9998,59,1,847,upgrades
2022-05-20,facebook,Hobbies,Outdoors,2982,31654,22523,209,0,2523,upgrades
2022-05-20,facebook,Hobbies,Quick,743,3871,15708,32,1,937,upgrades
2022-05-20,facebook,Hobbies,Slow,2499,17429,13047,69,5,2479,upgrades
2022-05-20,facebook,Hobbies,Specific,465,9796,15821,31,2,452,upgrades
2022-05-20,facebook,Hobbies,Tinkering,4758,48874,19290,155,5,6127,upgrades
2022-05-20,google,Expansion,Products,39879,15716,6965,15,3,51664,upgrade
